controller,trajectory,pos_rmse,heading_rmse,effort,compute_ms_mean,compute_ms_max
mpc,circle,0.045107283506284374,0.011170924386236451,14900.833860280325,2.737631964526372,39.105875010136515
mpc,figure8,0.032074808833318535,0.007560365571975661,11912.105294426201,2.6519139417796396,22.721667017322034
mpc,waypoints,0.2164891470447006,0.00012006140508506899,39837.2214897246,2.8194231023662724,21.689250017516315
