#{"t_start": 1783397271.139304, "env_id": "None"}
r,l,t
-169.235452,1000,195.905464
-170.221313,1000,196.055137
-176.601268,1000,196.521718
-158.886286,1000,196.670968
-155.539859,1000,197.13498
-606.300003,1000,197.285796
-760.772358,1000,197.759008
-755.721532,1000,197.910935
-654.936574,1000,198.375473
-149.225936,1000,198.526223
-145.318602,1000,198.676592
-751.320159,1000,199.150491
-758.037891,1000,199.299861
-127.268049,1000,199.764623
-681.434884,1000,199.915524
-139.82527,1000,200.382915
-150.485963,1000,200.533274
-130.492188,1000,201.03387
-724.870133,1000,201.183243
-649.43234,1000,201.653379
-121.724358,1000,201.804076
-113.171881,1000,202.277374
-107.723317,1000,202.427078
-112.990242,1000,202.897156
-104.152512,1000,203.046505
-896.250331,1000,203.510279
-121.412671,1000,203.659071
-102.765919,1000,204.122004
-750.205656,1000,204.273674
-102.407012,1000,204.741952
-101.321921,1000,204.891686
-690.195277,1000,205.392019
-91.29765,1000,205.541721
-101.751518,1000,206.010336
-106.962822,1000,206.156873
-93.329615,1000,206.624549
-78.923389,1000,206.775433
-708.863174,1000,207.242914
-118.372072,1000,207.391539
-86.183656,1000,207.866228
-788.898361,1000,208.016441
-76.024456,1000,208.478086
-72.320179,1000,208.626429
-90.970934,1000,209.092978
-842.698797,1000,209.242767
-97.263117,1000,209.715592
-72.477166,1000,209.870094
-1144.056336,1000,210.348518
-94.39169,1000,210.497116
-849.479756,1000,210.958957
-756.128225,1000,211.10846
-100.996509,1000,211.256323
-78.597162,1000,211.703794
-89.671539,1000,211.848895
-90.308116,1000,212.309214
-86.417554,1000,212.458401
-80.043836,1000,212.918195
-2119.719259,1000,213.067965
-1919.410141,1000,213.528595
-90.707717,1000,213.677922
-82.830904,1000,214.140198
-1528.784625,1000,214.287904
-1848.405955,1000,214.748613
-92.106991,1000,214.897617
-88.043208,1000,215.35813
-72.847719,1000,215.507332
-78.887491,1000,215.969126
-87.953234,1000,216.118173
-81.8287,1000,216.580396
-71.533189,1000,216.728785
-87.001097,1000,217.189131
-78.216494,1000,217.337857
-82.968526,1000,217.801056
-67.43093,1000,217.949857
-78.929501,1000,218.412572
-1703.834759,1000,218.562076
-82.540014,1000,219.023478
-1650.775368,1000,219.173268
-85.149422,1000,219.635717
-88.259179,1000,219.785196
-1643.578918,1000,220.257512
-1580.755654,1000,220.40698
-90.972366,1000,220.889789
-1500.574093,1000,221.040462
-89.670877,1000,221.515084
-83.534237,1000,221.66544
-95.505359,1000,222.129064
-105.444097,1000,222.276303
-80.219232,1000,222.739649
-90.627458,1000,222.889146
-1455.867467,1000,223.353349
-87.159161,1000,223.501928
-78.150858,1000,224.004702
-1043.367685,1000,224.154333
-1225.579649,1000,224.303514
-1369.136337,1000,224.763752
-1448.943019,1000,224.911261
-103.336853,1000,225.376882
-93.824581,1000,225.525933
-89.265017,1000,225.988957
-912.417091,1000,226.139361
-118.810777,1000,226.603036
-958.765258,1000,226.752614
-111.993609,1000,227.216419
-90.538218,1000,227.366521
-92.818284,1000,227.828723
-120.666812,1000,227.977366
-90.810579,1000,228.438436
-120.793833,1000,228.58372
-906.02873,1000,229.044793
-1210.365502,1000,229.193629
-114.838093,1000,229.654158
-117.535525,1000,229.803147
-105.151532,1000,230.266413
-80.18712,1000,230.416005
-102.025424,1000,230.877839
-83.409409,1000,231.026914
-100.840778,1000,231.489602
-99.116994,1000,231.637575
-709.053608,1000,232.100144
-93.601258,1000,232.248952
-101.735919,1000,232.708468
-749.573136,1000,232.855811
-88.567352,1000,233.31391
-767.58842,1000,233.462019
-93.948256,1000,233.923504
-102.106872,1000,234.071807
-745.422425,1000,234.532467
-84.650606,1000,234.681229
-106.98404,1000,235.142617
-769.183516,1000,235.298109
-102.587068,1000,235.779113
-83.506524,1000,235.930943
-771.574793,1000,236.400232
-751.246885,1000,236.550324
-746.922382,1000,237.016865
-886.998856,1000,237.16674
-773.822381,1000,237.313858
-107.288484,1000,237.79245
-94.521719,1000,237.946559
-806.402144,1000,238.416058
-99.469391,1000,238.566767
-119.731963,1000,239.028387
-123.038745,1000,239.175498
-118.761482,1000,239.641712
-121.314841,1000,239.796382
-85.417943,1000,240.273881
-125.033381,1000,240.430386
-828.97477,1000,240.914983
-112.454151,1000,241.066388
-120.990638,1000,241.588014
-86.305421,1000,241.724035
-83.397962,1000,242.183623
-814.436633,1000,242.333078
-114.388004,1000,242.797686
-110.950299,1000,242.942848
-826.880765,1000,243.404812
-75.580209,1000,243.555972
-860.016055,1000,244.033756
-77.517122,1000,244.191058
-81.236973,1000,244.665267
-93.497521,1000,244.822503
-805.0576,1000,245.312745
-111.498142,1000,245.462998
-846.322041,1000,246.003831
-91.384266,1000,246.149553
-90.340494,1000,246.618838
-889.913213,1000,246.769258
-837.178548,1000,247.281798
-862.409905,1000,247.438428
-110.889282,1000,247.903466
-905.74369,1000,248.052034
-881.052816,1000,248.529196
-117.917222,1000,248.687263
-120.510276,1000,249.174704
-123.137199,1000,249.330498
-791.325986,1000,249.809251
-124.253689,1000,249.963188
-830.201004,1000,250.440598
-86.235348,1000,250.590016
-97.193603,1000,250.744308
-148.126532,1000,251.227805
-97.556737,1000,251.379104
-101.421359,1000,251.841191
-90.838381,1000,251.993315
-98.052106,1000,252.481534
-793.172814,1000,252.633774
-872.818956,1000,253.138881
-879.063901,1000,253.290989
-123.421729,1000,253.78325
-116.918965,1000,253.938064
-156.989652,1000,254.404471
-769.434783,1000,254.555753
-161.81155,1000,255.019229
-98.7054,1000,255.16855
-121.311206,1000,255.635178
-173.936647,1000,255.785136
-100.283474,1000,256.306531
-757.122954,1000,256.456867
-754.283932,1000,256.938957
-106.709339,1000,257.090365
-202.89406,1000,257.566342
-109.117708,1000,257.720986
-202.893772,1000,258.188458
-227.387947,1000,258.339217
-209.476072,1000,258.825335
-115.7434,1000,258.978528
-731.859082,1000,259.457707
-120.474186,1000,259.614861
-205.939099,1000,260.086024
-124.084739,1000,260.238933
-119.142778,1000,260.709363
-201.740589,1000,260.861981
-203.360565,1000,261.327337
-186.440135,1000,261.475906
-670.904464,1000,261.941892
-176.207986,1000,262.092776
-176.804555,1000,262.556193
-734.050635,1000,262.705904
-163.891384,1000,263.168307
-752.017391,1000,263.31821
-159.628767,1000,263.77525
-756.873043,1000,263.91047
-98.096455,1000,264.089354
-727.538654,1000,265.640681
-159.799327,1000,265.844524
-718.031424,1000,266.442409
-732.435952,1000,266.690688
-105.608009,1000,267.250196
-681.682541,1000,267.395858
-153.892836,1000,267.847179
-157.227733,1000,267.992943
-98.430376,1000,268.442848
-144.375963,1000,268.590196
-93.564592,1000,269.040813
-135.07534,1000,269.186923
-99.412245,1000,269.649453
-95.964156,1000,269.797993
-740.23829,1000,270.251693
-117.479312,1000,270.398336
-164.592525,1000,270.85658
-100.303327,1000,271.007246
-106.086116,1000,271.463704
-172.525502,1000,271.59927
-98.463375,1000,272.043762
-101.288255,1000,272.191567
-162.88391,1000,272.633872
-165.758779,1000,272.77301
-116.651538,1000,273.205852
-152.780047,1000,273.347918
-708.666913,1000,273.798446
-700.645655,1000,273.944871
-104.340532,1000,274.390682
-694.190558,1000,274.538317
-684.177,1000,274.989504
-151.708985,1000,275.138008
-709.669814,1000,275.588726
-108.06439,1000,275.73732
-682.1843,1000,276.188676
-684.704026,1000,276.335695
-152.641932,1000,276.785799
-149.474995,1000,276.934539
-101.306842,1000,277.383244
-159.62393,1000,277.531683
-111.670165,1000,277.981632
-129.666653,1000,278.130996
-174.649522,1000,278.279114
-676.716969,1000,278.745282
-154.231502,1000,278.88321
-681.104319,1000,279.339195
-106.729818,1000,279.477398
-163.937004,1000,279.932312
-166.271893,1000,280.080697
-658.22223,1000,280.532424
-169.276836,1000,280.6799
-647.031091,1000,281.126089
-106.050732,1000,281.273709
-171.551419,1000,281.728876
-171.696765,1000,281.879068
-113.66497,1000,282.332713
-170.22777,1000,282.480284
-162.577258,1000,282.932979
-123.182657,1000,283.080235
-123.902309,1000,283.535535
-146.761878,1000,283.683073
-137.919904,1000,284.137628
-131.292937,1000,284.286286
-130.220321,1000,284.734096
-127.051701,1000,284.877723
-123.20821,1000,285.330701
-86.282526,1000,285.479244
-118.016084,1000,285.932737
-112.401246,1000,286.081195
-809.27995,1000,286.533281
-82.532152,1000,286.677883
-812.235431,1000,287.135825
-115.444614,1000,287.290493
-85.515605,1000,287.755949
-791.230552,1000,287.906011
-833.545602,1000,288.363505
-79.942448,1000,288.511299
-112.241056,1000,288.965239
-110.183612,1000,289.114712
-80.790564,1000,289.578763
-102.145422,1000,289.731869
-100.033855,1000,290.198695
-95.068733,1000,290.351906
-745.064697,1000,290.503323
-711.729612,1000,290.963472
-749.691542,1000,291.096626
-75.048056,1000,291.556868
-88.931137,1000,291.703873
-77.258056,1000,292.155984
-75.769467,1000,292.311116
-87.481217,1000,292.787716
-86.615933,1000,292.974075
-75.92128,1000,293.424902
-77.228511,1000,293.558447
-70.140832,1000,293.975126
-989.192816,1000,294.109119
-68.860215,1000,294.540034
-77.411851,1000,294.687587
-71.168859,1000,295.118281
-70.067055,1000,295.250631
-83.154827,1000,295.675512
-82.005962,1000,295.810139
-77.359717,1000,296.249351
-77.462407,1000,296.382582
-73.678977,1000,296.809103
-71.237561,1000,296.943753
-759.838094,1000,297.373447
-763.065466,1000,297.507923
-69.770061,1000,297.941969
-69.917607,1000,298.072468
-70.8717,1000,298.493755
-790.138234,1000,298.638015
-833.608715,1000,299.155715
-795.499887,1000,299.284032
-791.527959,1000,299.706622
-69.812372,1000,299.847815
-71.170463,1000,300.284384
-61.812874,1000,300.427148
-62.345017,1000,300.906467
-64.987078,1000,301.075418
-69.689925,1000,301.544606
-70.575267,1000,301.685502
-795.270808,1000,302.120738
-743.104461,1000,302.259477
-786.88132,1000,302.677345
-765.846216,1000,302.818313
-68.612829,1000,302.950794
-67.922447,1000,303.372803
-69.460584,1000,303.503575
-72.214281,1000,303.934723
-69.738685,1000,304.063826
-69.823219,1000,304.536875
-71.746953,1000,304.667278
-70.963753,1000,305.118867
-768.502808,1000,305.266329
-72.370509,1000,305.71397
-77.777252,1000,305.862848
-73.40287,1000,306.312185
-750.012314,1000,306.458087
-73.463921,1000,306.900052
-712.452903,1000,307.042755
-739.326919,1000,307.478787
-75.80526,1000,307.621705
