controller,trajectory,pos_rmse,heading_rmse,effort,compute_ms_mean,compute_ms_max
pid,circle,0.301985118861442,0.1442012997735385,16307.545805522968,0.010015511332312599,0.09287497960031033
pid,figure8,0.18825124856792352,0.13952733422751745,12955.661896950272,0.009296254157864798,0.04741695011034608
pid,waypoints,0.6580357644437388,2.281976018752974e-16,11510.39635857099,0.00951730363885872,0.06687495624646544
